Date,Close
10/9/2018 23:58:00,6589.48
10/10/2018 23:58:00,6524.56
10/11/2018 23:58:00,6154.69
10/12/2018 23:58:00,6188.01
10/13/2018 23:58:00,6196
10/14/2018 23:58:00,6183.49
10/15/2018 23:58:00,6440.42
10/16/2018 23:58:00,6457.11
10/17/2018 23:58:00,6443.7
10/18/2018 23:58:00,6394.96
10/19/2018 23:58:00,6382.99
10/20/2018 23:58:00,6414
10/21/2018 23:58:00,6415.88
10/22/2018 23:58:00,6407.65
10/23/2018 23:58:00,6395.14
10/24/2018 23:58:00,6415.98
10/25/2018 23:58:00,6395.58
10/26/2018 23:58:00,6404.87
10/27/2018 23:58:00,6409.12
10/28/2018 23:58:00,6403.62
10/29/2018 23:58:00,6266
10/30/2018 23:58:00,6267.63
10/31/2018 23:58:00,6304.18
11/1/2018 23:58:00,6344
11/2/2018 23:58:00,6349.8
11/3/2018 23:58:00,6331.96
11/4/2018 23:58:00,6423.28
11/5/2018 23:58:00,6404
11/6/2018 23:58:00,6448.5
11/7/2018 23:58:00,6503.12
11/8/2018 23:58:00,6406.24
11/9/2018 23:58:00,6334.89
11/10/2018 23:58:00,6347.42
11/11/2018 23:58:00,6357.6
11/12/2018 23:58:00,6327.87
11/13/2018 23:58:00,6259.34
11/14/2018 23:58:00,5605.46
11/15/2018 23:58:00,5579.52
11/16/2018 23:58:00,5512.24
11/17/2018 23:58:00,5504.17
11/18/2018 23:58:00,5560
11/19/2018 23:58:00,4733.5
11/20/2018 23:58:00,4349.23
11/21/2018 23:58:00,4545.11
11/22/2018 23:58:00,4265.36
11/23/2018 23:58:00,4283.8
11/24/2018 23:58:00,3774.99
11/25/2018 23:58:00,3936.69
11/26/2018 23:58:00,3731.32
11/27/2018 23:58:00,3775
11/28/2018 23:58:00,4225.03
11/29/2018 23:58:00,4248
11/30/2018 23:58:00,3976
12/1/2018 23:58:00,4142.01
12/2/2018 23:58:00,4103.19
12/3/2018 23:58:00,3833.47
12/4/2018 23:58:00,3901.84
12/5/2018 23:58:00,3694.39
12/6/2018 23:58:00,3433.26
12/7/2018 23:58:00,3380.01
12/8/2018 23:58:00,3401
12/9/2018 23:58:00,3531.18
12/10/2018 23:58:00,3410.15
12/11/2018 23:58:00,3349.36
12/12/2018 23:58:00,3430.24
12/13/2018 23:58:00,3265
12/14/2018 23:58:00,3195.71
12/15/2018 23:58:00,3183
12/16/2018 23:58:00,3195
12/17/2018 23:58:00,3496.82
12/18/2018 23:58:00,3667.77
12/19/2018 23:58:00,3682.51
12/20/2018 23:58:00,4075.34
12/21/2018 23:58:00,3839.06
12/22/2018 23:58:00,3980.46
12/23/2018 23:58:00,3944.93
12/24/2018 23:58:00,4034
12/25/2018 23:58:00,3780
12/26/2018 23:58:00,3809.88
12/27/2018 23:58:00,3589.89
12/28/2018 23:58:00,3888.06
12/29/2018 23:58:00,3729.31
12/30/2018 23:58:00,3829
12/31/2018 23:58:00,3691.86
1/1/2019 23:58:00,3826.1
1/2/2019 23:58:00,3890.79
1/3/2019 23:58:00,3787.57
1/4/2019 23:58:00,3820.25
1/5/2019 23:58:00,3798.62
1/6/2019 23:58:00,4040.99
1/7/2019 23:58:00,4006.01
1/8/2019 23:58:00,3993.86
1/9/2019 23:58:00,4004.12
1/10/2019 23:58:00,3626.12
1/11/2019 23:58:00,3635.69
1/12/2019 23:58:00,3619.41
1/13/2019 23:58:00,3514.24
1/14/2019 23:58:00,3664.19
1/15/2019 23:58:00,3580.76
1/16/2019 23:58:00,3609.71
1/17/2019 23:58:00,3640.65
1/18/2019 23:58:00,3607.85
1/19/2019 23:58:00,3682.65
1/20/2019 23:58:00,3536.19
1/21/2019 23:58:00,3531.76
1/22/2019 23:58:00,3577.03
1/23/2019 23:58:00,3553.01
1/24/2019 23:58:00,3568.97
1/25/2019 23:58:00,3562.17
1/26/2019 23:58:00,3556.07
1/27/2019 23:58:00,3531.02
1/28/2019 23:58:00,3429.95
1/29/2019 23:58:00,3397.42
1/30/2019 23:58:00,3437.55
1/31/2019 23:58:00,3411.5
2/1/2019 23:58:00,3437.5
2/2/2019 23:58:00,3468.43
2/3/2019 23:58:00,3414.78
2/4/2019 23:58:00,3409.57
2/5/2019 23:58:00,3428.4
2/6/2019 23:58:00,3367.36
2/7/2019 23:58:00,3359
2/8/2019 23:58:00,3621.99
2/9/2019 23:58:00,3623.73
2/10/2019 23:58:00,3648.84
2/11/2019 23:58:00,3590.36
2/12/2019 23:58:00,3588.06
2/13/2019 23:58:00,3576.68
2/14/2019 23:58:00,3561.5
2/15/2019 23:58:00,3566.59
2/16/2019 23:58:00,3582.37
2/17/2019 23:58:00,3625.08
2/18/2019 23:58:00,3867
